Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by,Latround,Longround
SABALINO,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27281|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.3,47.1166666667,166.18,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,58.3,47.12
SAHTY,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34635|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,47.7,40.2666666667,116.46,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,47.7,40.27
SAKUN'JA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27373|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,57.6666666667,46.6333333333,175,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,57.67,46.63
SAMARA (BEZENCHUK),,	1891-01-01,,Operational,Operational,Land (fixed),0-20000-0-27995|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.9833333333,49.4333333333,44.72,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,52.98,49.43
SANCURSK,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27480|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.9833333333,47.3166666667,103.01,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,56.98,47.32
SAR'JA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27271|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.3666666667,45.5333333333,118,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,58.37,45.53
SARANSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27760|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.1333333333,45.25,195.28,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54.13,45.25
SARATOV (34171-0),,	1935-10-01,,Silent,Unknown,Land (fixed),0-20000-0-34171|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,51.5658333333,46.0391666667,151.1,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Non-affiliated:Unknown, RBSN(S) - deprecated:Closed",	2022-10-21,Evgenii Viazilov,51.57,46.04
SASOVO,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27745|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.3666666667,41.9333333333,114,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54.37,41.93
SEGEZA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22621|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,63.7666666667,34.2833333333,111,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,63.77,34.28
SEMENOV,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27462|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.7333333333,44.5166666667,117.9,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,56.73,44.52
SERAFIMOVIC,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34357|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,49.5666666667,42.7333333333,123.49,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,49.57,42.73
SERGACH,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27577|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,55.5333333333,45.5,126.09,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,55.53,45.5
SERPUHOV,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27618|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.9333333333,37.4666666667,164,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,54.93,37.47
SEVERODVINSK,,	1990-01-01,,Operational,Operational,Land (fixed),0-20000-0-22546|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,64.5552777778,39.7655555556,3.17,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,64.56,39.77
SHADZHATMAZ,,,,Operational,Operational,Land (fixed),0-20000-0-37126|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,43.7333333333,42.6666666667,2069.58,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,43.73,42.67
SHANGALY,,	1976-01-01,,Operational,Operational,Land (fixed),0-20000-0-22869|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,61.1333333333,43.35,119.3,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,61.13,43.35
SHENKURSK,,,,Operational,Operational,Land (fixed),0-20000-0-22768|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,62.1,42.9,39.8,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,62.1,42.9
SHLISSEL'BURG,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26072|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.9333333333,31,14,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,59.93,31
SHOJNA,,,,Operational,Operational,Land (fixed),0-20000-0-22271|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,67.8766666667,44.1741666667,4.83,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(ST) - deprecated:Closed",	2016-04-28,,67.88,44.17
SHUYA,,,,Operational,Unknown,Land (fixed),0-20000-0-27441|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.85,41.4,99,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,56.85,41.4
SILOVO,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27736|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.3,40.8833333333,98,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,54.3,40.88
SLAVJANSK-NA-KUBANI,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34924|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.2833333333,38.1166666667,7.72,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,45.28,38.12
SMOLENSK,,	1887-01-01,,Operational,Operational,Land (fixed),0-20000-0-26781|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.75,32.0666666667,240,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(ST) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(ST) - deprecated:Closed",	2016-04-28,,54.75,32.07
SOCHI,,	1881-01-01,,Operational,Unknown,Land (fixed),0-20000-0-37099|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,43.5833333333,39.7666666667,141.92,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: C (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,43.58,39.77
SOCHI (ADLER),,	1946-10-01,,Operational,Operational,Land (fixed),0-20000-0-37171|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,43.4333333333,39.9,10.5,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2017-08-20,Farikh R. FAKHRUTDINOV,43.43,39.9
SOLOVKI,,	1990-01-01,,Operational,Operational,Land (fixed),0-20000-0-22429|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,65.0313888889,35.6958333333,6.64,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,65.03,35.7
SORTAVALA,,	1881-01-01,,Operational,Operational,Land (fixed),0-20000-0-22802|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,61.7166666667,30.7166666667,17,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,61.72,30.72
SOSNOVO,,	1990-01-01,,Operational,Unknown,Land (fixed),0-20000-0-22891|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,60.55,30.3166666667,68,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,60.55,30.32
SPAS-DEMENSK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26795|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.4166666667,34.0166666667,238,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,54.42,34.02
ST.PETERSBURG (VOEJKOVO) (26063-0),,,,Operational,Operational,Land (fixed),0-20000-0-26063|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.9666666667,30.3,3,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);GSN;RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GSN:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,59.97,30.3
STARAYA RUSSA,,,,Operational,Operational,Land (fixed),0-20000-0-26275|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.0166666667,31.3166666667,24,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,58.02,31.32
STARITSA,,	2001-01-01,,Operational,Operational,Land (fixed),0-20000-0-26499|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,56.4833333333,34.9166666667,184,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-10,Evgenii Viazilov,56.48,34.92
STARYJ OSKOL,,	1962-01-01,,Operational,Unknown,Land (fixed),0-20000-0-34116|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,51.3,37.8833333333,216.07,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,51.3,37.88
STAVROPOL',,	1854-01-01,,Operational,Operational,Land (fixed),0-20000-0-34949|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.1166666667,42.0833333333,451.11,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,45.12,42.08
STRUGI KRASNYE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26264|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,58.2666666667,29.1,127,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,58.27,29.1
SUHINICHI,,	1961-01-01,,Operational,Operational,Land (fixed),0-20000-0-27707|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.1,35.35,237,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, GOS General:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,54.1,35.35
SUOYARVI,,	1991-01-01,,Operational,Operational,Land (fixed),0-20000-0-22717|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,62.1,32.3833333333,158,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-05,Evgenii Viazilov,62.1,32.38
SURA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-22676|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,63.5833333333,45.6333333333,62.4,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,63.58,45.63
SURSKOE,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27776|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.4833333333,46.7,100.43,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54.48,46.7
SVETLOGRAD,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34954|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.35,42.85,141.94,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-19,Evgenii Viazilov,45.35,42.85
SVYATOJ NOS,,	1895-11-01,,Silent,Unknown,Land (fixed),0-20000-0-22140|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,68.1502777778,39.7525,12,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"Non-affiliated:Unknown, RBSN(S) - deprecated:Closed",	2022-10-21,Evgenii Viazilov,68.15,39.75
SYZRAN',,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27983|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,53.1833333333,48.4,103.8,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,53.18,48.4
TAGANROG,,	1882-01-01,,Operational,Operational,Land (fixed),0-20000-0-34720|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,47.2,38.9,30.14,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: CLIMAT(C);RBCN;RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - to be deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,47.2,38.9
TAMBOV (27944-0),,	1948-01-01,,Operational,Unknown,Land (fixed),0-20000-0-27944|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.7333333333,41.4666666667,,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,52.73,41.47
TAMBOV (27947-0),,,,Operational,Operational,Land (fixed),0-20000-0-27947|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,52.8,41.3333333333,126.66,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,52.8,41.33
TEBERDA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-37193|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,43.45,41.7333333333,1328.04,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-20,Evgenii Viazilov,43.45,41.73
TEMNIKOV,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27752|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.6333333333,43.2333333333,138.6,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54.63,43.23
TERIBERKA,,	1889-01-01,,Operational,Operational,Land (fixed),0-20000-0-22028|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,69.2022222222,35.1069444444,33,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,69.2,35.11
TETJUSI,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-27697|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,54.9480555556,48.7911111111,155.39,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, GOS General:Operational, RBON:Operational",	2022-10-11,Evgenii Viazilov,54.95,48.79
TIHORECK,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34838|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.85,40.0833333333,76.9,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,45.85,40.08
TIHVIN,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-26094|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,59.65,33.55,60,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: RBSN(S) (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2016-04-28,,59.65,33.55
TIMASEVSKAJA,,	1962-01-01,,Operational,Operational,Land (fixed),0-20000-0-34922|primary,Europe,"Beijing (January-June),Tokyo (July-December)",Russian Federation,45.6333333333,38.9333333333,20.37,,,Russian Federal Service for Hydrometeorology and Environmental Monitoring,,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,,45.63,38.93
